station_european_code;station_local_code;country_iso_code;country_name;station_name;station_start_date;station_end_date;type_of_station;station_ozone_classification;station_type_of_area;station_subcat_rural_back;street_type;station_longitude_deg;station_latitude_deg;station_altitude;station_city;lau_level1_code;lau_level2_code;lau_level2_name;EMEP_station
DENW298;DENW298;DE;GERMANY;Bochum Feuerbachstraße;03/12/2010;;Traffic;urban;urban;unknown;;7.203747;51.461121;107;;;5911000;Bochum, Stadt;no
DENW204;DENW204;DE;GERMANY;Bochum Herner Straße;09/01/2007;;Traffic;;urban;unknown;;7.210564;51.511013;70;;;5911000;Bochum, Stadt;no
DENW117;DENW117;DE;GERMANY;Bochum-Stahlhausen;03/01/2001;;Industrial;;urban;unknown;;7.186094;51.482544;57;;;5911000;Bochum, Stadt;no
DEBY011;DEBY011;DE;GERMANY;Bodenmais/Kleiner Arber;01/10/1981;31/07/1985;Background;;rural;remote;;13.107995;49.109901;850;;;9276117;Bodenmais, M;no
DENW176;DENW176;DE;GERMANY;Bonn Bornheimer Straße 35a;08/06/2005;;Traffic;;urban;unknown;;7.087620;50.736965;62;;;5314000;Bonn, Stadt;no
DENW175;DENW175;DE;GERMANY;Bonn Reuterstraße 24;08/06/2005;;Traffic;;urban;unknown;;7.097058;50.722580;65;;;5314000;Bonn, Stadt;no
DENW062;DENW062;DE;GERMANY;Bonn-Auerberg;01/12/1986;;Background;suburban;suburban;unknown;;7.082675;50.753639;57;BONN;;5314000;Bonn, Stadt;no
DEHE033;DEHE033;DE;GERMANY;Borken;01/01/1988;05/01/2005;Background;suburban;suburban;unknown;Unknown;9.278935;51.080399;225;BORKEN;;6634001;Borken (Hessen), Stadt;no
DENW073;DENW073;DE;GERMANY;Borken;01/09/1990;10/09/1998;Background;urban;urban;unknown;;6.862886;51.849403;42;BORKEN;;;;no
DENW081;DENW081;DE;GERMANY;Borken-Gemen;11/09/1998;;Background;rural;rural;near city;;6.874553;51.862000;45;BORKEN;;5554012;Borken, Stadt;no
DESN006;DESN006;DE;GERMANY;Borna;01/09/1994;;Traffic;urban;urban;unknown;Wide street: L/H > 1.5;12.494156;51.125427;145;BORNA;;;;no
DESH008;DESH008;DE;GERMANY;Bornhöved;08/11/1988;;Background;rural;rural;regional;;10.240623;54.093235;45;;10575785;;Ruhwinkel;no
DENW118;DENW118;DE;GERMANY;Bottrop (Kokerei 1);01/01/2001;;Industrial;;urban;unknown;;6.985347;51.519009;40;;;5512000;Bottrop, Stadt;no
DENW119;DENW119;DE;GERMANY;Bottrop (Kokerei 2);01/01/2001;;Industrial;;urban;unknown;;6.970217;51.521084;40;;;5512000;Bottrop, Stadt;no
DENW120;DENW120;DE;GERMANY;Bottrop (Kokerei 3);01/01/2001;;Industrial;;urban;unknown;;6.975550;51.523735;40;;;5512000;Bottrop, Stadt;no
DENW121;DENW121;DE;GERMANY;Bottrop (Kokerei 4);01/01/2001;;Industrial;;urban;unknown;;6.983378;51.522655;40;;;5512000;Bottrop, Stadt;no
DENW201;DENW201;DE;GERMANY;Bottrop Peterstraße;02/01/2007;;Traffic;;urban;unknown;;6.924266;51.519260;59;;;5512000;Bottrop, Stadt;no
DENW234;DENW234;DE;GERMANY;Bottrop Peterstraße 10;22/11/2007;04/01/2011;Traffic;;urban;unknown;;6.924339;51.519459;60;;;5512000;Bottrop, Stadt;no
DENW021;DENW021;DE;GERMANY;Bottrop-Welheim;01/08/1981;;Industrial;urban;urban;unknown;;6.976908;51.525963;40;BOTTROP;;5512000;Bottrop, Stadt;no
DENW005;DENW005;DE;GERMANY;Brambauer;01/12/1980;31/12/1996;Background;;suburban;unknown;;7.445656;51.602791;90;LÜNEN;;5978024;Lünen, Stadt;no
DEBB062;DEBB062;DE;GERMANY;Brandenburg Mühlendamm;13/03/2002;20/02/2003;Traffic;;urban;unknown;;12.565639;52.412807;30;;;12051000;Brandenburg an der Havel, Stadt;no
DEBB003;DEBB003;DE;GERMANY;Brandenburg a.d. Havel;01/03/1991;07/06/2001;Traffic;urban;urban;unknown;Wide street: L/H > 1.5;12.544442;52.412113;33;BRANDENBURG;;12051000;Brandenburg an der Havel, Stadt;no
DEBB055;DEBB055;DE;GERMANY;Brandenburg a.d. Havel;01/10/2001;;Background;suburban;suburban;unknown;;12.552303;52.420444;33;;;12051000;Brandenburg an der Havel, Stadt;no
DEBB049;DEBB049;DE;GERMANY;Brandenburg, Neuendorfer Str.;01/05/1998;;Traffic;;urban;unknown;;12.548375;52.409309;33;BRANDENBURG;;12051000;Brandenburg an der Havel, Stadt;no
DEBB002;DEBB002;DE;GERMANY;Brandenburg-Nord;01/02/1991;30/06/1994;Background;;suburban;unknown;;12.558622;52.430935;33;;;12051000;Brandenburg an der Havel, Stadt;no
DERP043;DERP043;DE;GERMANY;Braubach;19/11/1999;;Industrial;;rural;unknown;;7.652114;50.275108;85;;71415002;;Braubach, Stadt;no
DENI011;DENI011;DE;GERMANY;Braunschweig;01/01/1978;;Background;suburban;suburban;unknown;;10.473639;52.226936;98;;;3101000;Braunschweig, Stadt;no
DENI012;DENI012;DE;GERMANY;Braunschweig Am Sackring;01/01/1978;31/07/1994;Traffic;;urban;unknown;;10.490133;52.267151;75;;;3101000;Braunschweig, Stadt;no
DENI008;DENI008;DE;GERMANY;Braunschweig Verkehr_alt;01/08/1993;10/05/2005;Traffic;;urban;unknown;Canyon street: L/H < 1.5;10.524608;52.263329;72;BRAUNSCHWEIG;;3101000;Braunschweig, Stadt;no
DENI075;DENI075;DE;GERMANY;Braunschweig-Verkehr;30/01/2008;;Traffic;urban;urban;unknown;;10.540550;52.266731;81;;;3101000;Braunschweig, Stadt;no
DENI056;DENI056;DE;GERMANY;Braunschweig/Innenstadt (Schlosspark);01/01/1978;31/12/1996;Traffic;urban;urban;unknown;;10.528913;52.264133;72;;;3101000;Braunschweig, Stadt;no
DENI010;DENI010;DE;GERMANY;Braunschweig/Riddagshausen;01/01/1983;31/12/1992;Background;;suburban;unknown;;10.578975;52.269688;77;;;3101000;Braunschweig, Stadt;no
DENI009;DENI009;DE;GERMANY;Braunschweig/Siegfriedsv.;01/01/1978;30/09/1990;Background;;suburban;unknown;;10.534042;52.290710;73;;;3101000;Braunschweig, Stadt;no
DEBW086;DEBW086;DE;GERMANY;Breisach;02/08/1994;05/09/1995;Background;suburban;suburban;unknown;;7.580803;48.027691;190;BREISACH;83155002;;Breisach am Rhein, Stadt;no
DEBY137;DEBY137;DE;GERMANY;Breitenthal;21/03/1995;;Background;rural;rural;regional;;10.295500;48.239600;525;;;;;no
DEHB006;DEHB006;DE;GERMANY;Bremen Verkehr 1;01/05/1992;;Traffic;;urban;unknown;Unknown;8.825172;53.078663;7;BREMEN;;4011000;Bremen, Stadt;no
DEHB007;DEHB007;DE;GERMANY;Bremen Verkehr 2;01/05/1994;28/02/2010;Traffic;;urban;unknown;Wide street: L/H > 1.5;8.783025;53.066677;4;BREMEN;;;;no
DEHB008;DEHB008;DE;GERMANY;Bremen Verkehr 3;01/09/2005;31/12/2006;Traffic;;urban;unknown;;8.593086;53.559490;4;;;;;no
DEHB013;DEHB013;DE;GERMANY;Bremen-Hasenbüren;08/06/2010;;Industrial;rural;rural;unknown;;8.695061;53.117695;4;;;4011000;Bremen, Stadt;no
DEHB001;DEHB001;DE;GERMANY;Bremen-Mitte;01/01/1987;;Background;urban;urban;unknown;;8.815781;53.077148;10;BREMEN;;4011000;Bremen, Stadt;no
DEHB004;DEHB004;DE;GERMANY;Bremen-Nord;01/05/1989;;Background;urban;urban;unknown;Unknown;8.625456;53.180950;20;BREMEN;;4011000;Bremen, Stadt;no
DEHB012;DEHB012;DE;GERMANY;Bremen-Oslebshausen;01/05/2010;;Background;urban;urban;unknown;;8.735047;53.124561;8;;;;;no
DEHB002;DEHB002;DE;GERMANY;Bremen-Ost;01/01/1987;;Background;urban;urban;unknown;;8.916967;53.060043;7;BREMEN;;4011000;Bremen, Stadt;no
DEHB003;DEHB003;DE;GERMANY;Bremen-West;01/05/1989;30/04/2010;Background;urban;urban;unknown;;8.755619;53.111095;6;BREMEN;;;;no
DEHB005;DEHB005;DE;GERMANY;Bremerhaven;01/05/1989;;Background;urban;urban;unknown;;8.569406;53.562454;3;;;4012000;Bremerhaven, Stadt;no
DEBW075;DEBW075;DE;GERMANY;Bretten;01/11/1992;04/10/1994;Background;urban;urban;unknown;;8.713509;49.033253;170;BRETTEN;82155002;;Bretten, Stadt;no
DESN093;DESN093;DE;GERMANY;Brockau;01/01/2011;;Background;rural;rural;regional;;12.211111;50.608135;430;;145235120;;Netzschkau, Stadt;no
DEST039;DEST039;DE;GERMANY;Brocken;28/01/1993;;Background;rural background;rural;remote;;10.618275;51.798626;1142;SCHIERKE;;;;no
DEUB003;DEUB003;DE;GERMANY;Brotjacklriegel;01/01/1968;31/07/2004;Background;rural;rural;unknown;;13.218102;48.817074;1016;RIGGERDING;92729444;;Gdefr. Geb. (Lkr Freyung-Grafenau);yes
DEBW072;DEBW072;DE;GERMANY;Bruchsal;01/11/1992;23/06/1999;Background;urban;urban;unknown;Wide street: L/H > 1.5;8.582828;49.123222;113;BRUCHSAL;82155003;;Bruchsal, Stadt;no
DENW032;DENW032;DE;GERMANY;Bruckhausen;01/05/1979;31/12/1996;Background;;rural;near city;;6.754203;51.598488;32;HÜNXE-BRUCKHAUSEN;;5170016;Hünxe;no
DESH011;DESH011;DE;GERMANY;Brunsbüttel;16/03/1994;31/12/2010;Industrial;rural;rural;unknown;;9.223874;53.908821;0;;10615179;;Büttel;no
DESH035;DESH035;DE;GERMANY;Brunsbüttel-Cuxhavener Straße;08/05/2008;;Industrial;suburban;suburban;unknown;;9.156908;53.896118;0;BRUNBÜTTEL;;;;no
DEBW093;DEBW093;DE;GERMANY;Brühl;09/09/1996;31/08/1999;Background;urban;urban;unknown;;8.534656;49.403587;100;BRÜHL;;8226009;Brühl;no
DENW033;DENW033;DE;GERMANY;Budberg;01/05/1979;31/12/1996;Background;;rural;near city;;6.639269;51.532661;25;RHEINBERG;;5170032;Rheinberg, Stadt;no
DEST002;DEST002;DE;GERMANY;Burg;02/01/1994;;Background;suburban;suburban;unknown;;11.864795;52.268368;40;;;15086015;Burg, Stadt;no
DEST084;DEST084;DE;GERMANY;Burg (SO2-Messstelle);03/04/1993;31/12/1999;Background;;urban;unknown;;11.853464;52.270416;40;BURG;;15086015;Burg, Stadt;no
DEBB001;DEBB001;DE;GERMANY;Burg (Spreewald);01/01/1993;19/05/2003;Background;suburban;suburban;unknown;;14.141703;51.837585;54;;120715101;;Burg (Spreewald);no
DEHE039;DEHE039;DE;GERMANY;Burg Herzberg (Grebenau);01/05/1983;;Background;rural;rural;unknown;;9.459403;50.770382;491;HERZBERG;;6632004;Breitenbach a. Herzberg;no
DEBY124;DEBY124;DE;GERMANY;Burgbernheim/Am Hessinggraben;01/01/2012;;Background;rural;rural;regional;;10.316582;49.444516;384;;;;;no
DENI072;DENI072;DE;GERMANY;Burgdorf-Verkehr;01/02/2007;;Traffic;;suburban;unknown;;10.008820;52.446499;58;;;3241003;Burgdorf, Stadt;no
DEBY012;DEBY012;DE;GERMANY;Burghausen/Marktler Straße;01/01/1976;;Traffic;suburban;suburban;unknown;;12.829314;48.177174;420;BURGHAUSEN;;9171112;Burghausen, St;no
DENI039;DENI039;DE;GERMANY;Buxtehude;30/04/1987;10/02/1999;Background;urban;urban;unknown;Wide street: L/H > 1.5;9.703847;53.478832;2;BUXTEHUDE;;3359010;Buxtehude, Stadt;no
DESN003;DESN003;DE;GERMANY;Bärenstein;01/12/1987;23/01/2002;Background;;urban;unknown;;13.027230;50.496613;705;;145215101;;Bärenstein;no
DEBW035;DEBW035;DE;GERMANY;Böblingen;01/06/1986;31/12/2005;Background;urban;urban;unknown;;9.013925;48.691139;445;BOEBLINGEN;;8115003;Böblingen, Stadt;no
DESN005;DESN005;DE;GERMANY;Böhlen;01/09/1994;03/01/2002;Background;suburban;suburban;unknown;Unknown;12.384813;51.200325;130;BÖHLEN;;14729040;Böhlen, Stadt;no
DESN066;DESN066;DE;GERMANY;Böhlen Karl-Marx-Str.;01/11/1982;31/12/1994;Background;;urban;unknown;;12.385564;51.204636;130;BÖHLEN;;14729040;Böhlen, Stadt;no
DENW265;DENW265;DE;GERMANY;Bönen Böingholzstraße;03/02/2009;04/01/2011;Traffic;rural;rural;unknown;;7.748614;51.610519;80;;;5978008;Bönen;no
DENW230;DENW230;DE;GERMANY;Bönen Bönener Straße;23/11/2007;;Traffic;;urban;unknown;;7.750195;51.610737;78;;;5978008;Bönen;no
DENI014;DENI014;DE;GERMANY;Büddenstedt/Reinsdorf;01/12/1986;18/03/1998;Background;rural;rural;unknown;;11.043350;52.154743;130;;;3154003;Büddenstedt;no
DEBW047;DEBW047;DE;GERMANY;Calw;01/12/1990;02/04/2003;Background;suburban;suburban;unknown;;8.741153;48.710049;332;CALW;82355006;;Calw, Stadt;no
DESN049;DESN049;DE;GERMANY;Carlsfeld;01/07/1990;;Background;rural background;rural;remote;;12.611125;50.431324;896;CARLSFELD;145215106;;Eibenstock, Stadt;no
DENW113;DENW113;DE;GERMANY;Castrop-Rauxel;01/11/2000;31/12/2003;Industrial;suburban;suburban;unknown;;7.303222;51.580631;58;;;5562004;Castrop-Rauxel, Stadt;no
DENW122;DENW122;DE;GERMANY;Castrop-Rauxel (1);01/03/2001;31/12/2006;Industrial;;suburban;unknown;;7.303425;51.580727;58;;;5562004;Castrop-Rauxel, Stadt;no
DENW123;DENW123;DE;GERMANY;Castrop-Rauxel (2);01/03/2001;31/12/2006;Industrial;;suburban;unknown;;7.304575;51.583088;58;;;5562004;Castrop-Rauxel, Stadt;no
DENW124;DENW124;DE;GERMANY;Castrop-Rauxel (3);01/03/2001;31/12/2006;Industrial;;suburban;unknown;;7.305250;51.575878;58;;;5562004;Castrop-Rauxel, Stadt;no
DENW125;DENW125;DE;GERMANY;Castrop-Rauxel (4);01/03/2001;13/01/2004;Industrial;;suburban;unknown;;7.307148;51.571083;58;;;5562004;Castrop-Rauxel, Stadt;no
DENW126;DENW126;DE;GERMANY;Castrop-Rauxel (5);01/03/2001;;Industrial;suburban;suburban;unknown;;7.299883;51.571356;58;;;;;no
DENW127;DENW127;DE;GERMANY;Castrop-Rauxel (6);01/04/2002;;Industrial;suburban;suburban;unknown;;7.295358;51.575092;58;;;5562004;Castrop-Rauxel, Stadt;no
DENW128;DENW128;DE;GERMANY;Castrop-Rauxel (7);23/04/2002;;Industrial;suburban;suburban;unknown;;7.303315;51.582374;58;;;;;no
DENW274;DENW274;DE;GERMANY;Castrop-Rauxel Lange Straße;18/12/2008;30/03/2010;Traffic;urban;urban;unknown;;7.309317;51.583897;58;;;5562004;Castrop-Rauxel, Stadt;no
DENW264;DENW264;DE;GERMANY;Castrop-Rauxel Wartburgstraße;12/01/2009;31/12/2009;Industrial;rural;rural;unknown;;7.303139;51.580261;58;;;5562004;Castrop-Rauxel, Stadt;no
DENW004;DENW004;DE;GERMANY;Castrop-Rauxel-Ickern;01/12/1980;31/12/2002;Background;suburban;suburban;unknown;;7.348670;51.593151;60;CASTROP-RAUXEL;;5562004;Castrop-Rauxel, Stadt;no
DENI073;DENI073;DE;GERMANY;Celle-Verkehr;01/09/2006;02/03/2009;Traffic;;urban;unknown;;10.086516;52.624733;40;CELLE;;;;no
DESN087;DESN087;DE;GERMANY;Chemnitz DWD;01/04/1989;;Background;;rural;near city;;12.872045;50.785961;418;;;14511000;Chemnitz, Stadt;no
DESN010;DESN010;DE;GERMANY;Chemnitz F-H-Gebiet;01/03/1990;31/12/1994;Background;;suburban;unknown;;12.889386;50.803490;355;CHEMNITZ;;14511000;Chemnitz, Stadt;no
DESN007;DESN007;DE;GERMANY;Chemnitz-Altendorf;01/01/1987;31/12/1994;Background;;suburban;unknown;;12.887822;50.833347;315;CHEMNITZ;;14511000;Chemnitz, Stadt;no
DESN009;DESN009;DE;GERMANY;Chemnitz-Ebersdorf;01/10/1987;31/12/1994;Background;;suburban;unknown;;12.959072;50.867569;350;CHEMNITZ;;14511000;Chemnitz, Stadt;no
DESN083;DESN083;DE;GERMANY;Chemnitz-Leipziger Str.;01/01/2005;;Traffic;;urban;unknown;;12.903366;50.845737;327;;;14511000;Chemnitz, Stadt;no
DESN011;DESN011;DE;GERMANY;Chemnitz-Mitte;01/12/1990;;Background;urban;urban;unknown;Unknown;12.917336;50.832462;300;CHEMNITZ;;14511000;Chemnitz, Stadt;no
DESN008;DESN008;DE;GERMANY;Chemnitz-Mitte1 Bretgasse;01/01/1987;31/12/1994;Background;;urban;unknown;;12.919300;50.831215;300;CHEMNITZ;;14511000;Chemnitz, Stadt;no
DESN060;DESN060;DE;GERMANY;Chemnitz-Nord;01/09/1994;31/12/2010;Traffic;urban;urban;unknown;;12.930548;50.846439;296;;;;;no
DEHB011;DEHB011;DE;GERMANY;Cherbourger Straße;01/01/2008;;Traffic;urban;urban;unknown;;8.598761;53.585258;4;;;4012000;Bremerhaven, Stadt;no
DEBY014;DEBY014;DE;GERMANY;Coburg/Lossaustraße;01/02/1987;;Traffic;;urban;unknown;;10.959311;50.260578;291;COBURG;;9463000;Coburg;no
DESN076;DESN076;DE;GERMANY;Collmberg;01/10/1998;;Background;rural background;rural;remote;;13.009405;51.303772;313;COLLM;;14730330;Wermsdorf;no
DEBB064;DEBB064;DE;GERMANY;Cottbus;10/12/2002;;Background;urban;urban;unknown;;14.334550;51.746346;75;;;12052000;Cottbus, Stadt;no
DEBB044;DEBB044;DE;GERMANY;Cottbus Bahnhofstr.;20/03/1995;;Traffic;;urban;unknown;;14.327997;51.756475;70;COTTBUS;;;;no
DEBB076;DEBB076;DE;GERMANY;Cottbus, Depo-Meisenweg;01/01/1991;;Background;;suburban;unknown;;14.316531;51.776119;68;;;12052000;Cottbus, Stadt;no
DEBB080;DEBB080;DE;GERMANY;Cottbus, Markgrafenmühle;08/08/2000;19/12/2007;Background;;rural;near city;;14.346786;51.738647;74;;;12052000;Cottbus, Stadt;no
DEBB087;DEBB087;DE;GERMANY;Cottbus, W.-Külz-Str.;01/12/2010;;Traffic;urban;urban;unknown;;14.325550;51.754128;75;;;12052000;Cottbus, Stadt;no
DEBB005;DEBB005;DE;GERMANY;Cottbus-City (-Mitte);01/01/1991;31/03/1997;Background;;urban;unknown;;14.331686;51.757900;74;;;12052000;Cottbus, Stadt;no
DEBB004;DEBB004;DE;GERMANY;Cottbus-LUA;01/01/1991;31/12/2003;Background;;suburban;unknown;;14.327692;51.778046;68;;;12052000;Cottbus, Stadt;no
DEBB006;DEBB006;DE;GERMANY;Cottbus-Süd;01/11/1992;09/12/2002;Background;urban;urban;unknown;;14.322827;51.740765;76;;;12052000;Cottbus, Stadt;no
DEBY150;DEBY150;DE;GERMANY;DBS Augsburg;22/07/1998;;Background;urban;urban;unknown;;10.908600;48.339100;485;;;;;no
DEBY151;DEBY151;DE;GERMANY;DBS Bidingen;29/04/1998;;Background;rural;rural;regional;;10.724100;47.807300;760;;;;;no
DEBY146;DEBY146;DE;GERMANY;DBS Eining;22/03/1994;;Background;rural;rural;regional;;11.781300;48.858000;360;;;;;no
DEBY147;DEBY147;DE;GERMANY;DBS Grassau;17/06/1993;;Background;rural;rural;regional;;12.446900;47.790500;530;;;;;no
DEBY152;DEBY152;DE;GERMANY;DBS Kulmbach;20/03/2002;;Background;urban;urban;unknown;;11.402600;50.087200;300;;;;;no
DEBY153;DEBY153;DE;GERMANY;DBS Möhrendorf;16/05/2007;;Background;rural;rural;regional;;10.986400;49.625700;270;;;;;no
DEBY148;DEBY148;DE;GERMANY;DBS München;20/03/2002;;Background;urban;urban;unknown;;11.601200;48.162400;502;;;;;no
DEBY149;DEBY149;DE;GERMANY;DBS Weibersbrunn;31/05/1995;;Background;rural;rural;regional;;9.448000;49.903900;380;;;;;no
DEHE053;DEHE053;DE;GERMANY;DHA80 Frankfurt-Griesheim;01/01/2002;;Background;;urban;unknown;;8.603378;50.095451;98;;;6412000;Frankfurt am Main, Stadt;no
DEHE056;DEHE056;DE;GERMANY;DHA80 Frankfurt-Mitte (Technisches Rathaus);02/01/2003;;Background;;urban;unknown;;8.683639;50.110825;103;;;6412000;Frankfurt am Main, Stadt;no
DEHE047;DEHE047;DE;GERMANY;DHA80 Hanau Wolfgang;10/09/2003;04/01/2007;Background;;suburban;unknown;;8.958608;50.121769;107;;;6435014;Hanau, Brüder-Grimm-Stadt;no
DEHE054;DEHE054;DE;GERMANY;DHA80 Hanau-Mitte;01/01/2002;;Background;;urban;unknown;;8.926328;50.130409;107;;;6435014;Hanau, Brüder-Grimm-Stadt;no
DEHE055;DEHE055;DE;GERMANY;DHA80 Kassel-Bettenhausen-PM10;10/09/2003;04/01/2007;Background;;urban;unknown;;9.527783;51.312927;139;;;6611000;Kassel, documenta-Stadt;no
DEHE057;DEHE057;DE;GERMANY;DHA80 Wetzlar-Hermanstein;01/01/2002;;Background;;urban;unknown;;8.495097;50.577930;183;;;6532023;Wetzlar, Stadt;no
DEHE095;DEHE095;DE;GERMANY;DHA80 Wetzlar-Köhlersgarten;03/01/2008;;Industrial;suburban;suburban;unknown;;8.492018;50.575364;161;;;6532023;Wetzlar, Stadt;no
DEHE001;DEHE001;DE;GERMANY;Darmstadt;01/01/1977;;Background;urban;urban;unknown;Unknown;8.664619;49.872299;158;DARMSTADT;;6411000;Darmstadt, Wissenschaftsstadt;no
DEHE040;DEHE040;DE;GERMANY;Darmstadt-Hügelstraße;01/11/1993;;Traffic;;urban;unknown;Canyon street: L/H < 1.5;8.653744;49.869457;158;DARMSTADT;;6411000;Darmstadt, Wissenschaftsstadt;no
DENW129;DENW129;DE;GERMANY;Datteln Bahnhof;01/01/2001;31/12/2010;Industrial;;suburban;unknown;;7.321092;51.624058;39;;;5562008;Datteln, Stadt;no
DENW002;DENW002;DE;GERMANY;Datteln-Hagem;01/12/1986;;Background;;suburban;unknown;;7.331406;51.641384;80;DATTELN;;5562008;Datteln, Stadt;no
DESN012;DESN012;DE;GERMANY;Delitzsch;01/09/1994;31/12/2010;Background;urban;urban;unknown;Unknown;12.337597;51.530235;100;DELITZSCH;;;;no
DESN067;DESN067;DE;GERMANY;Delitzsch Elisabethstr.;01/01/1990;31/12/1994;Background;;urban;unknown;;12.341727;51.525928;100;DELITZSCH;;;;no
DENI035;DENI035;DE;GERMANY;Delmenhorst;01/10/1987;31/10/1992;Background;;suburban;unknown;;8.655716;53.042999;8;DELMENHORST;;3401000;Delmenhorst, Stadt;no
DESH049;DESH049;DE;GERMANY;Dep Bornhöved;01/01/1988;;Background;rural;rural;unknown;;10.241250;54.094256;45;;;;;no
DESH048;DESH048;DE;GERMANY;Dep Brunsbüttel;16/03/1994;;Background;suburban;suburban;unknown;;9.225234;53.909777;1;;;;;no
DEBW161;DEBW161;DE;GERMANY;Dep Heidelberg;01/01/1900;;Background;rural;rural;unknown;;8.754500;49.464300;0;;;;;no
DESH050;DESH050;DE;GERMANY;Dep Lübeck St. Jürgen;29/05/2001;;Background;suburban;suburban;unknown;;10.699416;53.835772;12;;;;;no
DENI116;DENI116;DE;GERMANY;Dep_Achim-Uesen;01/07/1999;;Background;rural;rural;unknown;;9.072853;53.024413;22;;;;;no
DEBY165;DEBY165;DE;GERMANY;Dep_Altdorf;01/02/1991;;Background;rural;rural;unknown;;11.313890;49.418330;406;;;;;no
DESL022;DESL022;DE;GERMANY;Dep_Altheim;01/01/1990;;Background;rural background;rural;remote;;7.260278;49.179167;375;;;;;no
DEBY166;DEBY166;DE;GERMANY;Dep_Altötting;01/11/1991;;Background;rural;rural;unknown;;12.751389;48.217500;410;;;;;no
DEBY167;DEBY167;DE;GERMANY;Dep_BBR;01/01/2000;;Background;rural;rural;unknown;;9.921670;50.352780;780;;;;;no
DENI083;DENI083;DE;GERMANY;Dep_Bad_Bentheim;07/01/1983;;Background;rural;rural;unknown;;7.200000;52.273583;37;;;;;no
DENI130;DENI130;DE;GERMANY;Dep_Baltrum;03/01/1996;;Background;rural;rural;unknown;;7.393307;53.727057;6;;;;;no
DEBY168;DEBY168;DE;GERMANY;Dep_Berchtesgaden;01/08/1991;;Background;rural;rural;unknown;;12.943890;47.575600;1500;;;;;no
DENI101;DENI101;DE;GERMANY;Dep_Berkhof;16/07/1984;;Background;rural;rural;unknown;;9.774955;52.607951;38;;;;;no
DESL023;DESL023;DE;GERMANY;Dep_Bildstock;01/01/1990;;Industrial;rural;rural;unknown;;7.158056;49.364400;294;;;;;no
DENI137;DENI137;DE;GERMANY;Dep_Bockheber;09/01/1996;;Background;rural;rural;unknown;;9.867156;53.103492;87;;;;;no
DEBY169;DEBY169;DE;GERMANY;Dep_Bodenwöhr;01/01/2000;;Background;rural;rural;unknown;;12.390000;49.275000;390;;;;;no
DENI121;DENI121;DE;GERMANY;Dep_Breddewarden;22/11/1995;;Background;urban;urban;unknown;;8.047772;53.578643;1;;;;;no
DENI092;DENI092;DE;GERMANY;Dep_Brockel;04/07/1984;;Background;rural;rural;unknown;;9.543500;53.071715;30;;;;;no
DENI110;DENI110;DE;GERMANY;Dep_Buer-Ostenwalde;27/07/1984;;Background;rural;rural;unknown;;8.346898;52.250873;200;;;;;no
DENI112;DENI112;DE;GERMANY;Dep_Börßum;26/06/1986;;Background;rural;rural;unknown;;10.585186;52.045196;86;;;;;no
DENI090;DENI090;DE;GERMANY;Dep_Bückeberge;04/07/1984;;Background;rural;rural;unknown;;9.198002;52.265908;338;;;;;no
DENI117;DENI117;DE;GERMANY;Dep_Bühren;01/12/1995;;Background;urban;urban;unknown;;9.146626;52.629854;25;;;;;no
DENI108;DENI108;DE;GERMANY;Dep_Diekholzen-Petze;23/10/1984;;Background;rural;rural;unknown;;9.918056;52.079788;175;;;;;no
DEBY170;DEBY170;DE;GERMANY;Dep_Dinkelsbühl;01/02/1991;;Background;rural;rural;unknown;;10.590278;49.123300;460;;;;;no
DENI125;DENI125;DE;GERMANY;Dep_Dinklage;24/03/1999;;Industrial;rural;rural;unknown;;8.111769;52.680541;26;;;;;no
DENI095;DENI095;DE;GERMANY;Dep_Drangstedt;12/07/1984;;Background;rural;rural;unknown;;8.701191;53.623387;12;;;;;no
DENI113;DENI113;DE;GERMANY;Dep_Drütte;30/09/1996;;Background;urban;urban;unknown;;10.440733;52.161557;94;;;;;no
DENI079;DENI079;DE;GERMANY;Dep_Dörenberg;16/12/1982;;Background;rural;rural;unknown;;8.036967;52.180279;290;;;;;no
DEBY171;DEBY171;DE;GERMANY;Dep_Ebersberg;01/04/1991;;Background;rural;rural;unknown;;11.919167;48.126944;538;;;;;no
DEBY172;DEBY172;DE;GERMANY;Dep_Ebrach;01/10/1993;;Background;rural;rural;unknown;;10.524400;49.862500;410;;;;;no
DENI085;DENI085;DE;GERMANY;Dep_Edewecht;17/05/1983;;Background;rural;rural;unknown;;8.117716;53.118217;11;;;;;no
DESL024;DESL024;DE;GERMANY;Dep_Eft-Hellendorf;01/01/1996;;Background;rural;rural;unknown;;6.483056;49.482780;415;;;;;no
DENI114;DENI114;DE;GERMANY;Dep_Ehmen;30/09/1996;;Background;urban;urban;unknown;;10.676771;52.379925;89;;;;;no
DENI089;DENI089;DE;GERMANY;Dep_Emden-Knock;18/08/1983;;Background;rural;rural;unknown;;7.027746;53.337188;3;;;;;no
DESH051;DESH051;DE;GERMANY;Dep_Erfde;01/05/1989;;Background;rural;rural;unknown;;9.302510;54.307910;12;;;;;no
